,fideid,name,country,sex,title,rating,birthday,image
111,5004985,Krishnan Sasikiran,IND,M,GM,2647,1981,True
112,4100107,Aleksey Dreev,RUS,M,GM,2647,1969,True
113,310204,Sergei Movsesian,ARM,M,GM,2647,1978,True
114,14116731,Alexander Ipatov,TUR,M,GM,2644,1993,True
115,5021596,S.P. Sethuraman,IND,M,GM,2644,1993,True
116,4625498,Jan Gustafsson,GER,M,GM,2643,1979,True
117,14117908,Igor Kovalenko,LAT,M,GM,2643,1988,True
118,4115309,Sergei Rublevsky,RUS,M,GM,2642,1974,True
119,13302507,Robert Hovhannisyan,ARM,M,GM,2642,1991,True
120,14112906,Yuriy Kuzubov,UKR,M,GM,2642,1990,True
121,5072786,Chithambaram VR. Aravindh,IND,M,GM,2641,1999,True
122,4121830,Alexander Motylev,RUS,M,GM,2641,1979,True
123,12401110,Ngoc Truong Son Nguyen,VIE,M,GM,2641,1990,True
124,8600694,Zhong Zhang,CHN,M,GM,2640,1978,True
125,13302531,Samvel Ter-Sahakyan,ARM,M,GM,2640,1993,True
126,3503739,Lazaro Bruzon Batista,USA,M,GM,2639,1982,True
127,5016690,Parimarjan Negi,IND,M,GM,2639,1993,True
128,603767,Christian Bauer,FRA,M,GM,2639,1977,True
129,13300032,Vladimir Akopian,ARM,M,GM,2638,1971,True
130,608742,Laurent Fressinet,FRA,M,GM,2638,1981,True
131,4100140,Evgeny Bareev,CAN,M,GM,2638,1966,True
132,1112635,Mateusz Bartel,POL,M,GM,2638,1985,True
133,13702661,Rinat Jumabayev,KAZ,M,GM,2637,1989,True
134,13601326,Zurab Azmaiparashvili,GEO,M,GM,2637,1960,True
135,2802007,Emil Sutovsky,ISR,M,GM,2636,1977,True
136,5002150,Surya Shekhar Ganguly,IND,M,GM,2635,1983,True
137,712779,Benjamin Gledura,HUN,M,GM,2633,1999,True
138,4157770,Vladimir Afromeev,RUS,M,FM,2633,1954,True
139,14103320,Ruslan Ponomariov,UKR,M,GM,2631,1983,True
140,4108116,Maksim Chigaev,RUS,M,GM,2631,1996,True
141,4125029,Alexander Riazantsev,RUS,M,GM,2631,1985,True
142,722413,Tamas Banusz,HUN,M,GM,2631,1989,True
143,4132181,Dmitry Kokarev,RUS,M,GM,2631,1982,True
144,114987,Anton Kovalyov,CAN,M,GM,2631,1992,True
145,3800024,Julio E Granda Zuniga,PER,M,GM,2630,1967,True
146,110973,Alan Pichot,ARG,M,GM,2630,1998,True
147,6302718,Mustafa Yilmaz,TUR,M,GM,2630,1992,True
148,4170350,Ivan Popov,RUS,M,GM,2630,1990,True
149,13700464,Darmen Sadvakasov,KAZ,M,GM,2629,1979,True
150,12521213,M.amin Tabatabaei,IRI,M,GM,2629,2001,True
151,112275,Sandro Mareco,ARG,M,GM,2629,1987,True
152,4675789,Georg Meier,GER,M,GM,2628,1987,True
153,4101685,Konstantin Landa,RUS,M,GM,2628,1972,True
154,14204118,Nodirbek Abdusattorov,UZB,M,GM,2627,2004,True
155,14603853,Luka Lenic,SLO,M,GM,2627,1988,True
156,642908,Jules Moussard,FRA,M,GM,2626,1995,True
157,400025,Nigel D Short,ENG,M,GM,2626,1965,True
158,1510045,Aryan Tari,NOR,M,GM,2625,1999,True
159,14113147,Martyn Kravtsiv,UKR,M,GM,2625,1990,True
160,1226380,Bogdan-Daniel Deac,ROU,M,GM,2625,2001,True
161,2021285,Aleksandr Lenderman,USA,M,GM,2624,1989,True
162,1017063,Benjamin Bok,NED,M,GM,2624,1995,True
163,1000055,Jeroen Piket,NED,M,GM,2624,1969,True
164,4157800,Pavel Ponkratov,RUS,M,GM,2623,1988,True
165,4201345,Ioannis Papaioannou,GRE,M,GM,2623,1976,True
166,13306553,Haik M. Martirosyan,ARM,M,GM,2622,2000,True
167,14700077,Farrukh Amonatov,TJK,M,GM,2622,1978,True
168,1007998,Erwin L'Ami,NED,M,GM,2622,1985,True
169,3503631,Neuris Delgado Ramirez,PAR,M,GM,2621,1981,True
170,25092340,Nihal Sarin,IND,M,GM,2620,2004,True
171,14102560,Alexander Moiseenko,UKR,M,GM,2620,1980,True
172,3805662,Jose Eduardo Martinez Alcantara,PER,M,GM,2620,1999,True
173,14113325,Evgeny Shtembuliak,UKR,M,GM,2620,1999,True
174,14116804,Yaroslav Zherebukh,USA,M,GM,2620,1993,True
175,1000268,Loek Van Wely,NED,M,GM,2620,1972,True
176,2000032,Yasser Seirawan,USA,M,GM,2620,1960,True
177,4129199,Boris Grachev,RUS,M,GM,2619,1986,True
178,4138147,Evgeny Alekseev,RUS,M,GM,2619,1985,True
179,1107038,Bartosz Socko,POL,M,GM,2618,1978,True
180,5058422,Narayanan.S.L,IND,M,GM,2618,1998,True
181,1400355,Peter Heine Nielsen,DEN,M,GM,2618,1973,True
182,813192,Daniele Vocaturo,ITA,M,GM,2617,1989,True
183,4100026,Anatoly Karpov,RUS,M,GM,2617,1951,True
184,1130420,Kacper Piorun,POL,M,GM,2615,1991,True
185,4151348,Ildar Khairullin,RUS,M,GM,2615,1990,True
186,8603332,Shanglei Lu,CHN,M,GM,2615,1995,True
187,10601619,Ahmed Adly,EGY,M,GM,2615,1987,True
188,8603537,Jianchao Zhou,CHN,M,GM,2615,1988,True
189,2801990,Ilia Smirin,ISR,M,GM,2614,1968,True
190,633429,Romain Edouard,FRA,M,GM,2614,1990,True
191,715620,Alexander Chernin,HUN,M,GM,2614,1960,True
192,13300580,Varuzhan Akobian,USA,M,GM,2614,1983,True
193,2806851,Maxim Rodshtein,ISR,M,GM,2614,1989,True
194,4113403,Vadim Zvjaginsev,RUS,M,GM,2614,1976,True
195,719978,Viktor Erdos,HUN,M,GM,2614,1987,True
196,14113007,Dmitry Kononenko,UKR,M,GM,2613,1988,True
197,2200015,Miguel Illescas Cordoba,ESP,M,GM,2613,1965,True
198,5010608,Abhijeet Gupta,IND,M,GM,2612,1989,True
199,1512668,Johan-Sebastian Christiansen,NOR,M,GM,2612,1998,True
200,4120426,Alexander Galkin,RUS,M,GM,2611,1979,True
201,716855,Imre Jr. Hera,HUN,M,GM,2610,1986,True
202,4160258,Anton Demchenko,RUS,M,GM,2610,1987,True
203,1124668,Jacek Tomczak,POL,M,GM,2610,1990,True
204,400076,Julian M Hodgson,ENG,M,GM,2609,1963,True
205,4202694,Dimitrios Mastrovasilis,GRE,M,GM,2609,1983,True
206,4107012,Mikhail Al. Antipov,RUS,M,GM,2609,1997,True
207,13400819,Nidjat Mamedov,AZE,M,GM,2609,1985,True
208,25059530,Praggnanandhaa R,IND,M,GM,2608,2005,True
209,4100115,Alexander Khalifman,RUS,M,GM,2608,1966,True
210,1503707,Jon Ludvig Hammer,NOR,M,GM,2608,1990,True
211,3901211,Eduardo Iturrizaga Bonelli,VEN,M,GM,2607,1989,True
212,1304364,Vadim Milov,SUI,M,GM,2607,1972,True
213,911925,Aleksandar Indjic,SRB,M,GM,2607,1995,True
214,2210622,Manuel Perez Candelario,ESP,M,GM,2607,1983,True
215,912417,Ivan Ivanisevic,SRB,M,GM,2606,1977,True
216,5074452,Murali Karthikeyan,IND,M,GM,2606,1999,True
217,1008013,Sergei Tiviakov,NED,M,GM,2606,1973,True
218,2100789,Giovanni Vescovi,BRA,M,GM,2606,1978,True
219,14200937,Timur Gareyev,USA,M,GM,2606,1988,True
220,4142578,Denis Khismatullin,RUS,M,GM,2606,1984,True
221,13301578,Arman Pashikian,ARM,M,GM,2606,1987,True
222,13402935,Vasif Durarbayli,AZE,M,GM,2606,1992,True
223,4150120,Igor Lysyj,RUS,M,GM,2605,1987,True
224,1006673,Daniel Stellwagen,NED,M,GM,2605,1987,True
225,14203987,Nodirbek Yakubboev,UZB,M,GM,2605,2002,True
226,13501470,Sergei Azarov,BLR,M,GM,2604,1983,True
227,4104226,Konstantin Sakaev,RUS,M,GM,2604,1974,True
228,24604747,Niclas Huschenbeth,GER,M,GM,2604,1992,True
229,13601520,Baadur Jobava,GEO,M,GM,2603,1983,True
230,13601733,Zviad Izoria,USA,M,GM,2602,1984,True
231,13301527,Tigran Gharamian,FRA,M,GM,2602,1984,True
232,8600040,Jiangchuan Ye,CHN,M,GM,2602,1960,True
233,4202031,Hristos Banikas,GRE,M,GM,2602,1978,True
234,11600454,Daniel Fridman,GER,M,GM,2601,1976,True
235,14107201,Zahar Efimenko,UKR,M,GM,2601,1985,True
236,13301616,Tigran L. Petrosian,ARM,M,GM,2601,1984,True
237,718602,Gabor Papp,HUN,M,GM,2601,1987,True
238,1003720,Erik Van den Doel,NED,M,GM,2601,1979,True
239,4667719,David Baramidze,GER,M,GM,2601,1988,True
240,13700014,Yevgeniy Vladimirov,KAZ,M,GM,2601,1957,True
241,3409350,Cristobal Henriquez Villagra,CHI,M,GM,2600,1996,True
242,5045185,Suri Vaibhav,IND,M,GM,2600,1997,True
243,616915,Yannick Gozzoli,FRA,M,GM,2600,1983,True
244,3700488,Axel Bachmann,PAR,M,GM,2599,1989,True
245,2257327,Ivan Salgado Lopez,ESP,M,GM,2599,1991,True
246,4148843,Evgeny Romanov,RUS,M,GM,2599,1988,True
247,108049,Diego Flores,ARG,M,GM,2599,1982,True
248,14120828,Olexandr Bortnyk,UKR,M,GM,2598,1996,True
249,13402129,Eltaj Safarli,AZE,M,GM,2598,1992,True
250,4198603,Aleksandr Shimanov,RUS,M,GM,2597,1992,True
251,14506688,Ante Brkic,CRO,M,GM,2597,1988,True
252,14502879,Zdenko Kozul,CRO,M,GM,2597,1966,True
253,8603847,Chongsheng Zeng,CHN,M,GM,2597,1993,True
254,1113100,Michal Krasenkow,POL,M,GM,2597,1963,True
255,14114470,Andriy Vovk,UKR,M,GM,2597,1991,True
256,14102595,Evgenij Miroshnichenko,UKR,M,GM,2597,1978,True
257,3208923,Anton Smirnov,AUS,M,GM,2597,2001,True
258,1400010,Curt Hansen,DEN,M,GM,2596,1964,True
259,13306766,Shant Sargsyan,ARM,M,GM,2596,2002,True
260,14400030,Ivan Sokolov,NED,M,GM,2595,1968,True
261,4623606,Rustem Dautov,GER,M,GM,2595,1965,True
262,916811,Dragan Solak,TUR,M,GM,2594,1980,True
263,4140419,Artyom Timofeev,RUS,M,GM,2594,1985,True
264,8602956,Yang Wen,CHN,M,GM,2594,1988,True
265,3504409,Yuniesky Quesada Perez,USA,M,GM,2593,1984,True
266,5015693,Gopal G.N.,IND,M,GM,2593,1989,True
267,4147103,Aleksandra Goryachkina,RUS,F,GM,2593,1998,True
268,2056437,Awonder Liang,USA,M,GM,2592,2003,True
269,2101246,Rafael Leitao,BRA,M,GM,2592,1979,True
270,921637,Robert Markus,SRB,M,GM,2592,1983,True
271,2022036,Robert Hess,USA,M,GM,2591,1991,True
272,4167392,Nikolai Chadaev,RUS,M,GM,2591,1988,True
273,1204297,Mircea-Emilian Parligras,ROU,M,GM,2591,1980,True
274,14603152,Jure Borisek,SLO,M,GM,2591,1986,True
275,8600511,Xiaomin Peng,CHN,M,GM,2591,1973,True
276,2603608,Mark Bluvshtein,CAN,M,GM,2590,1988,True
277,3801497,Emilio Cordova,PER,M,GM,2590,1991,True
278,3507416,Yusnel Bacallao Alonso,CUB,M,GM,2590,1988,True
279,13900200,Viorel Iordachescu,MDA,M,GM,2589,1977,True
280,2900017,Kiril Georgiev,MKD,M,GM,2589,1965,True
281,24109959,Aleksey Goganov,RUS,M,GM,2589,1991,True
282,12510130,Pouya Idani,IRI,M,GM,2588,1995,True
283,4119150,Mikhail Kobalia,RUS,M,GM,2587,1978,True
284,14102196,Vladimir Baklan,UKR,M,GM,2587,1978,True
285,5008123,Humpy Koneru,IND,F,GM,2586,1987,True
286,930849,Borki Predojevic,BIH,M,GM,2586,1987,True
287,4146786,Pavel Maletin,RUS,M,GM,2586,1986,True
288,4152417,Mykhaylo Oleksiyenko,UKR,M,GM,2585,1986,True
289,5084423,Aryan Chopra,IND,M,GM,2585,2001,True
290,13601652,Merab Gagunashvili,GEO,M,GM,2584,1985,True
291,5061245,Abhimanyu Puranik,IND,M,GM,2584,2000,True
292,4676670,Falko Bindrich,GER,M,GM,2584,1990,True
293,13600044,Giorgi Giorgadze,GEO,M,GM,2584,1964,True
294,1112953,Marcin Dziuba,POL,M,GM,2583,1983,True
295,13600613,Giorgi Kacheishvili,GEO,M,GM,2582,1977,True
296,726265,Peter Prohaszka,HUN,M,GM,2581,1992,True
297,1301837,Yannick Pelletier,SUI,M,GM,2581,1976,True
298,3801969,Cristhian Cruz,PER,M,GM,2581,1992,True
299,950122,Velimir Ivic,SRB,M,GM,2581,2002,True
300,4651340,Rainer Buhmann,GER,M,GM,2580,1981,True
301,4100476,Yury Dokhoian,RUS,M,GM,2580,1964,True
302,14100142,Yuri Kruppa,UKR,M,GM,2580,1964,True
303,4127870,Aleksei Pridorozhni,RUS,M,GM,2580,1981,True
304,1111914,Kamil Miton,POL,M,GM,2579,1984,True
305,1319620,Noel Studer,SUI,M,GM,2579,1996,True
306,14502569,Hrvoje Stevic,CRO,M,GM,2579,1980,True
307,4131061,Vladimir Potkin,RUS,M,GM,2578,1982,True
308,700088,Susan Polgar,HUN,F,GM,2577,1969,True
309,14403803,Denis Kadric,BIH,M,GM,2577,1995,True
310,4153278,Dmitry Kryakvin,RUS,M,GM,2577,1984,True
311,4692055,Sebastian Bogner,SUI,M,GM,2577,1991,True
312,200930,Mikhail Gurevich,BEL,M,GM,2577,1959,True
313,1007246,Jan Smeets,NED,M,GM,2576,1985,True
314,503142,Tomi Nyback,FIN,M,GM,2576,1985,True
315,2302241,Hjorvar Steinn Gretarsson,ISL,M,GM,2576,1993,True
316,922277,Bojan Vuckovic,SRB,M,GM,2576,1980,True
317,14103052,Alexander Kovchan,UKR,M,GM,2575,1983,True
318,13700316,Murtas Kazhgaleyev,KAZ,M,GM,2575,1973,True
319,2100029,Gilberto Milos,BRA,M,GM,2575,1963,True
320,13900048,Victor Bologan,MDA,M,GM,2574,1971,True
321,8600147,Jun Xie,CHN,F,GM,2574,1970,True
322,4600010,Robert Huebner,GER,M,GM,2574,1948,True
323,4671910,Martin Kraemer,GER,M,GM,2574,1987,True
324,13500139,Aleksej Aleksandrov,BLR,M,GM,2574,1973,True
325,13300024,Smbat G Lputian,ARM,M,GM,2574,1958,True
326,3518736,Carlos Daniel Albornoz Cabrera,CUB,M,GM,2573,2000,True
327,8608288,Xiangyu Xu,CHN,M,GM,2573,1999,True
328,107069,Ruben Felgaer,ARG,M,GM,2572,1981,True
329,717312,Gergely Antal,HUN,M,GM,2572,1985,True
330,4114060,Klementy Sychev,RUS,M,GM,2572,1996,True
331,718939,Csaba Balogh,HUN,M,GM,2572,1987,True
332,11601388,Arturs Neiksans,LAT,M,GM,2572,1983,True
333,13502956,Sergei Zhigalko,BLR,M,GM,2572,1989,True
334,2106388,Luis Paulo Supi,BRA,M,GM,2572,1996,True
335,900010,Ljubomir Ljubojevic,SRB,M,GM,2571,1950,True
336,13600966,Mikheil Mchedlishvili,GEO,M,GM,2570,1979,True
337,4101286,Nikita Petrov,RUS,M,GM,2570,1996,True
338,4680804,Alexander Graf,GER,M,GM,2569,1962,True
339,6302181,Emre Can,TUR,M,GM,2569,1990,True
340,921629,Milos Perunovic,SRB,M,GM,2568,1984,True
341,1705024,Evgenij Agrest,SWE,M,GM,2568,1966,True
342,4653530,Leonid Kritz,GER,M,GM,2568,1984,True
343,1506102,Frode Olav Olsen Urkedal,NOR,M,GM,2568,1993,True
344,634654,Sebastien Feller,FRA,M,GM,2568,1991,True
345,4180887,Ivan Bocharov,RUS,M,GM,2568,1990,True
346,400017,John D M Nunn,ENG,M,GM,2568,1955,True
347,11602740,Nikita Meshkovs,LAT,M,GM,2568,1994,True
348,4128737,Vitaly Kunin,GER,M,GM,2567,1983,True
349,6500617,Alejandro Ramirez,USA,M,GM,2567,1988,True
350,2000059,Larry Christiansen,USA,M,GM,2567,1956,True
351,4201809,Stelios Halkias,GRE,M,GM,2567,1980,True
352,1110381,Aleksander Mista,POL,M,GM,2567,1983,True
353,2803895,Boris Avrukh,ISR,M,GM,2567,1978,True
354,202967,Bart Michiels,BEL,M,GM,2567,1986,True
355,24131423,Daniil Yuffa,RUS,M,GM,2566,1997,True
356,14108836,Iuri Shkuro,UKR,M,GM,2566,1982,True
357,1406000,Allan Stig Rasmussen,DEN,M,GM,2566,1983,True
358,7100019,Utut Adianto,INA,M,GM,2566,1965,True
359,14903474,Jan Markos,SVK,M,GM,2565,1985,True
360,708020,Peter Acs,HUN,M,GM,2565,1981,True
361,13602934,Luka Paichadze,GEO,M,GM,2565,1991,True
362,3509362,Yasser Quesada Perez,CUB,M,GM,2565,1992,True
363,300071,Zbynek Hracek,CZE,M,GM,2565,1970,True
364,1634852,Valentin Dragnev,AUT,M,GM,2564,1999,True
365,8600970,Pengxiang Zhang,CHN,M,GM,2564,1980,True
366,5201268,Julio Catalino Sadorra,PHI,M,GM,2564,1986,True
367,24107131,Andrey Stukopin,RUS,M,GM,2564,1994,True
368,5100011,Gilberto Hernandez Guerrero,MEX,M,GM,2564,1970,True
369,46616543,Gukesh D,IND,M,GM,2563,2006,True
370,4135148,Anton Shomoev,RUS,M,GM,2563,1981,True
371,1006088,Jan Werle,NED,M,GM,2563,1984,True
372,1010891,Wouter Spoelman,NED,M,GM,2562,1990,True
373,4153251,Mikhail Panarin,RUS,M,GM,2562,1983,True
374,14506661,Davorin Kuljasevic,CRO,M,GM,2562,1986,True
375,14604299,Jure Skoberne,SLO,M,GM,2561,1987,True
376,8607508,Di Li,CHN,M,GM,2561,1999,True
377,1013068,Roeland Pruijssers,NED,M,GM,2561,1989,True
378,9000011,Hicham Hamdouchi,MAR,M,GM,2561,1972,True
379,1105663,Robert Kempinski,POL,M,GM,2561,1977,True
380,12500739,Ehsan Ghaem Maghami,IRI,M,GM,2561,1982,True
381,13302191,Avetik Grigoryan,ARM,M,GM,2561,1989,True
382,4100093,Sergey Dolmatov,RUS,M,GM,2560,1959,True
383,4115341,Pavel V. Tregubov,RUS,M,GM,2560,1971,True
384,1400037,Lars Bo Hansen,DEN,M,GM,2560,1968,True
385,8603006,Wenjun Ju,CHN,F,GM,2560,1991,True
386,13500520,Yury Shulman,USA,M,GM,2559,1975,True
387,24112798,Dmitry Gordievsky,RUS,M,GM,2559,1996,True
388,4618777,Artur Jussupow,GER,M,GM,2559,1960,True
389,2805642,Sergey Erenburg,USA,M,GM,2559,1983,True
390,301264,Vlastimil Babula,CZE,M,GM,2559,1973,True
391,35009192,Erigaisi Arjun,IND,M,GM,2559,2003,True
392,4659600,Igor Khenkin,GER,M,GM,2558,1968,True
393,4189825,Mikhail Mozharov,RUS,M,GM,2558,1990,True
394,14400014,Predrag Nikolic,BIH,M,GM,2558,1960,True
395,613762,Sebastien Maze,FRA,M,GM,2557,1984,True
396,3503054,Renier Vazquez Igarza,ESP,M,GM,2557,1979,True
397,13602543,Davit Jojua,GEO,M,GM,2557,1989,True
398,4122763,Sergey Volkov,RUS,M,GM,2557,1974,True
399,13303732,Hovhannes Gabuzyan,ARM,M,GM,2557,1995,True
400,1115120,Bartlomiej Heberla,POL,M,GM,2556,1985,True
401,1405853,Davor Palo,DEN,M,GM,2556,1985,True
402,14113171,Yuri Vovk,UKR,M,GM,2555,1988,True
403,4171055,Daniil Lintchevski,RUS,M,GM,2555,1990,True
404,12501255,Elshan Moradiabadi,USA,M,GM,2555,1985,True
405,4100514,Evgeny Pigusov,RUS,M,GM,2555,1961,True
406,4130901,Konstantin Maslak,RUS,M,GM,2555,1984,True
407,2107660,Krikor Sevag Mekhitarian,BRA,M,GM,2554,1986,True
408,4169530,Maxim Vavulin,RUS,M,GM,2554,1998,True
409,8604940,Yinglun Xu,CHN,M,GM,2554,1996,True
410,105309,Fernando Peralta,ARG,M,GM,2554,1979,True
411,201260,Vladimir Chuchelov,BEL,M,GM,2554,1969,True
412,14100037,Igor Novikov,USA,M,GM,2554,1962,True
413,117927,Federico Perez Ponsa,ARG,M,GM,2554,1993,True
414,5024595,Lalith Babu M R,IND,M,GM,2553,1993,True
415,12961523,Luis Engel,GER,M,GM,2553,2002,True
416,2100010,Henrique Mecking,BRA,M,GM,2553,1952,True
417,5018293,Kannappan Priyadharshan,IND,M,GM,2553,1993,True
418,1200372,Andrei Istratescu,ROU,M,GM,2553,1975,True
419,13602071,Levan Pantsulaia,GEO,M,GM,2553,1986,True
420,1300113,Nico Georgiadis,SUI,M,GM,2553,1996,True
421,2106981,Felipe de Cresce El Debs,BRA,M,GM,2553,1985,True
422,2107139,Alexandr Fier,BRA,M,GM,2553,1988,True
